Invoice #,Invoice date,Item No.,Variant,Quantity,Amount,YearMonth,unit_price,Year,Month
S2411-0420,2024-11-28,PSX250RLM,BLUM4F,1,13340,2024-11-01,13340.0,2024,11
S2411-0431,2024-11-28,PSX800F,BLUM4F,2,98992,2024-11-01,49496.0,2024,11
S2411-0432,2024-11-28,PSX800F,SILM4F,1,49496,2024-11-01,49496.0,2024,11
S2411-0452,2024-11-29,UN125,SILM4F,4,27360,2024-11-01,6840.0,2024,11
S2411-0454,2024-11-29,UN125,SILM4F,1,6840,2024-11-01,6840.0,2024,11
S2411-0459,2024-11-29,PSX250RLM,BLKM3F,1,13340,2024-11-01,13340.0,2024,11
S2411-0460,2024-11-29,PSX250RLM,BLUM3F,1,13340,2024-11-01,13340.0,2024,11
S2411-0461,2024-11-29,PSX250RLM,BLKM4F,1,13340,2024-11-01,13340.0,2024,11
S2411-0462,2024-11-29,PSX250RLM,BLUM4F,1,13340,2024-11-01,13340.0,2024,11
S2411-0463,2024-11-29,DP250,ORGM4F,3,49128,2024-11-01,16376.0,2024,11
S2411-0464,2024-11-29,DP250,ORGM4F,1,16376,2024-11-01,16376.0,2024,11
S2411-0492,2024-11-29,DP250,ORGM4F,1,16376,2024-11-01,16376.0,2024,11
S2411-0144,2024-11-15,TU150,BLKM2F,4,33584,2024-11-01,8396.0,2024,11
S2411-0145,2024-11-15,TU150,BLUM2F,4,33584,2024-11-01,8396.0,2024,11
S2411-0178,2024-11-16,125LNM,GRYM5F,2,14250,2024-11-01,7125.0,2024,11
S2411-0220,2024-11-19,125LNM,BLKM5F,1,7125,2024-11-01,7125.0,2024,11
S2411-0270,2024-11-22,PSX250RLM,BLKM4F,2,26680,2024-11-01,13340.0,2024,11
S2411-0271,2024-11-22,PSX250RLM,BLUM4F,2,26680,2024-11-01,13340.0,2024,11
S2411-0272,2024-11-22,125LNM,BLKM5F,1,7125,2024-11-01,7125.0,2024,11
S2411-0327,2024-11-26,PSX250RLM,BLKM4F,1,13340,2024-11-01,13340.0,2024,11
S2411-0331,2024-11-26,125LNM,GRYM5F,1,7125,2024-11-01,7125.0,2024,11
S2411-0385,2024-11-28,PSX250FRLM,BLKM4F,1,13984,2024-11-01,13984.0,2024,11
S2411-0416,2024-11-28,DP250,BLKM4F,2,32752,2024-11-01,16376.0,2024,11
S2411-0450,2024-11-29,125LNM,GRYM5F,1,7125,2024-11-01,7125.0,2024,11
S2411-0491,2024-11-29,DP250,ORGM4F,1,16376,2024-11-01,16376.0,2024,11
S2411-0507,2024-11-29,PSX250FRLM,BLKM4F,1,13984,2024-11-01,13984.0,2024,11
S2412-0019,2024-12-05,PSX250FRLN,SILM4F,1,14260,2024-12-01,14260.0,2024,12
S2412-0042,2024-12-12,DP250,BLKM4F,2,32752,2024-12-01,16376.0,2024,12
S2412-0047,2024-12-12,DP250,BLKM4F,1,16376,2024-12-01,16376.0,2024,12
S2412-0065,2024-12-13,DP250,BLKM4F,2,32752,2024-12-01,16376.0,2024,12
S2412-0093,2024-12-16,125LNM,GRYM5F,2,14250,2024-12-01,7125.0,2024,12
S2412-0098,2024-12-17,125LNM,BLKM5F,2,14250,2024-12-01,7125.0,2024,12
S2412-0100,2024-12-17,125LNM,BLKM5F,3,21375,2024-12-01,7125.0,2024,12
S2412-0141,2024-12-24,PSX250RLM,BLKM4F,1,13340,2024-12-01,13340.0,2024,12
S2412-0142,2024-12-24,DP250,YELM4F,2,32752,2024-12-01,16376.0,2024,12
S2412-0146,2024-12-24,125LNM,BLKM5F,2,14250,2024-12-01,7125.0,2024,12
S2412-0147,2024-12-24,DP250,YELM4F,3,49128,2024-12-01,16376.0,2024,12
S2412-0148,2024-12-24,PSX250RLM,BLKM4F,3,40020,2024-12-01,13340.0,2024,12
S2412-0149,2024-12-24,125LNM,BLKM5F,3,21375,2024-12-01,7125.0,2024,12
S2412-0150,2024-12-24,PSX250RLM,BLKM4F,1,13340,2024-12-01,13340.0,2024,12
S2412-0151,2024-12-24,PSX250RLM,BLKM4F,1,13340,2024-12-01,13340.0,2024,12
S2412-0244,2024-12-26,DP250,BLKM4F,2,32752,2024-12-01,16376.0,2024,12
S2412-0245,2024-12-26,PSX250RLM,BLUM4F,2,26680,2024-12-01,13340.0,2024,12
S2412-0246,2024-12-26,PSX250RLM,BLUM4F,2,26680,2024-12-01,13340.0,2024,12
S2412-0247,2024-12-26,PSX250RLM,BLUM4F,1,13340,2024-12-01,13340.0,2024,12
S2412-0266,2024-12-27,PSX250RLM,BLUM4F,2,26680,2024-12-01,13340.0,2024,12
S2412-0268,2024-12-27,PSX250RLM,BLUM4F,1,13340,2024-12-01,13340.0,2024,12
S2412-0272,2024-12-27,125LNM,GRYM5F,5,35625,2024-12-01,7125.0,2024,12
S2412-0299,2024-12-27,PL650XA,YELM3F,1,42325,2024-12-01,42325.0,2024,12
S2412-0119,2024-12-19,DP250,BLKM4F,1,16376,2024-12-01,16376.0,2024,12
S2412-0182,2024-12-25,TU150,BLKM2F,1,8396,2024-12-01,8396.0,2024,12
S2412-0183,2024-12-25,TU150,BLUM2F,4,33584,2024-12-01,8396.0,2024,12
S2412-0184,2024-12-25,TU150,BLUM2F,10,83960,2024-12-01,8396.0,2024,12
S2412-0185,2024-12-25,TU150,BLKM2F,6,50376,2024-12-01,8396.0,2024,12
S2412-0186,2024-12-25,TU150,BLKM2F,6,50376,2024-12-01,8396.0,2024,12
S2412-0190,2024-12-25,125LNM,BLKM5F,2,14250,2024-12-01,7125.0,2024,12
S2412-0191,2024-12-25,TU150,BLKM2F,3,25188,2024-12-01,8396.0,2024,12
S2412-0192,2024-12-25,DP250,YELM4F,1,16376,2024-12-01,16376.0,2024,12
S2412-0193,2024-12-25,PSX250RLM,BLKM4F,2,26680,2024-12-01,13340.0,2024,12
S2412-0059,2024-12-12,PSX250FRLM,BLKM4F,2,27968,2024-12-01,13984.0,2024,12
S2412-0067,2024-12-13,DP250,BLKM4F,1,16376,2024-12-01,16376.0,2024,12
S2412-0081,2024-12-16,TU150,BLKM2F,1,8396,2024-12-01,8396.0,2024,12
S2412-0082,2024-12-16,TU150,BLKM2F,1,8396,2024-12-01,8396.0,2024,12
S2412-0194,2024-12-25,125LNM,GRYM5F,1,7125,2024-12-01,7125.0,2024,12
S2412-0195,2024-12-25,DP250,YELM4F,1,16376,2024-12-01,16376.0,2024,12
S2412-0196,2024-12-25,125LNM,GRYM5F,1,7125,2024-12-01,7125.0,2024,12
S2412-0210,2024-12-26,TU150,BLUM2F,1,8396,2024-12-01,8396.0,2024,12
S2412-0212,2024-12-26,TU150,BLUM2F,1,8396,2024-12-01,8396.0,2024,12
S2412-0219,2024-12-26,PSX250RLM,BLKM4F,1,13340,2024-12-01,13340.0,2024,12
S2412-0260,2024-12-27,PSX250RLM,BLUM4F,1,13340,2024-12-01,13340.0,2024,12
S2412-0261,2024-12-27,PSX250RLM,BLUM4F,1,13340,2024-12-01,13340.0,2024,12
S2412-0292,2024-12-27,PSX250RLM,BLUM4F,1,13340,2024-12-01,13340.0,2024,12
